sentence	label	e1	e2
In vitro data suggest that <e1> itraconazole </e1> , when compared to ketoconazole, has a less pronounced effect on the biotransformation system responsible for the metabolism of <e2> astemizole </e2> .	1	itraconazole	astemizole
- Phenothiazines (acetophenazine [e.g., Tindal], chlorpromazine [e.g., Thorazine], fluphenazine [e.g., Prolixin], mesoridazine [e.g., Serentil], perphenazine [e.g., <e1> Trilafon </e1> ], prochlorperazine [e.g., Compazine], promazine [e.g., Sparine], <e2> promethazine </e2> [e.g., Phenergan], thioridazine [e.g., Mellaril], trifluoperazine [e.g., Stelazine], triflupromazine [e.g., Vesprin], trimeprazine [e.g., Temaril]) or	0	Trilafon	promethazine
Colestipol: Plasma concentrations of atorvastatin decreased approximately 25% when <e1> colestipol </e1> and <e2> atorvastatin </e2> were coadministered.	1	colestipol	atorvastatin
The gastrointestinal absorption of <e1> cimetidine </e1> and ranitidine is accelerated when they are coadministered with <e2> cisapride </e2> .	1	cimetidine	cisapride
<e1> EDECRIN </e1> may increase the ototoxic potential of other drugs such as <e2> aminoglycoside </e2> and some cephalosporin antibiotics.	1	EDECRIN	aminoglycoside
Inhibitors of this isoenzyme (e.g., macrolide antibiotics, azole antifungal agents, protease inhibitors, serotonin reuptake inhibitors, amiodarone, cannabinoids, diltiazem, grapefruit juice, nefazadone, norfloxacin, <e1> quinine </e1> , <e2> zafirlukast </e2> ) should be cautiously coadministered with TIKOSYN as they can potentially increase dofetilide levels.	0	quinine	zafirlukast
AIMS/HYPOTHESIS: There is evidence that <e1> insulin </e1> and <e2> glucose </e2> cause renal and ocular vasodilation.	0	insulin	glucose
Probenecid : <e1> Probenecid </e1> is known to interact with the metabolism or renal tubular excretion of many drugs (e.g., acetaminophen, acyclovir, angiotensin-converting enzyme inhibitors, aminosalicylic acid, barbiturates, benzodiazepines, bumetanide, clofibrate, methotrexate, famotidine, furosemide, nonsteroidal anti-inflammatory agents, <e2> theophylline </e2> , and zidovudine).	1	Probenecid	theophylline
Cholestyramine and Charcoal Administration of cholestyramine or <e1> activated charcoal </e1> in patients (n=13) and volunteers (n=96) resulted in a rapid and significant decrease in plasma M1 (the active metabolite of <e2> leflunomide </e2> ) concentration .	1	activated charcoal	leflunomide
Although not studied with alosetron, inhibition of N-acetyltransferase may have clinically relevant consequences for drugs such as isoniazid, <e1> procainamide </e1> , and <e2> hydralazine </e2> .	0	procainamide	hydralazine
<e1> Central Nervous System Depressants </e1> : The concomitant use of DURAGESIC (fentanyl transdermal system) with other central nervous system depressants, including but not limited to other opioids, sedatives, hypnotics, tranquilizers (e.g., benzodiazepines), general anesthetics, phenothiazines, <e2> skeletal muscle relaxants </e2> , and alcohol, may cause respiratory depression, hypotension, and profound sedation, or potentially result in coma or death.	0	Central Nervous System Depressants	skeletal muscle relaxants
The administration of local anesthetic solutions containing <e1> epinephrine </e1> or norepinephrine to patients receiving monoamine oxidase inhibitors, tricyclic antidepressants or <e2> phenothiazines </e2> may produce severe, prolonged hypotension or hypertension.	1	epinephrine	phenothiazines
Vasoconstrictors: D.H.E. 45 ( <e1> dihydroergotamine mesylate </e1> ) Injection, USP should not be used with <e2> peripheral vasoconstrictors </e2> because the combination may cause synergistic elevation of blood pressure.	1	dihydroergotamine mesylate	peripheral vasoconstrictors
Other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as <e1> NUROMAX </e1> include certain antibiotics (e. g., aminoglycosides, tetracyclines, bacitracin, polymyxins, lincomycin, clindamycin, colistin, and sodium colistimethate), magnesium salts, lithium, local anesthetics, <e2> procainamide </e2> , and quinidine.	1	NUROMAX	procainamide
Agents that are CYP3A4 inhibitors that have been found, or are expected, to increase plasma levels of EQUETROTM are the following: Acetazolamide, azole antifungals, cimetidine, clarithromycin(1), dalfopristin, danazol, delavirdine, diltiazem, erythromycin(1), fluoxetine, fluvoxamine, grapefruit juice, <e1> isoniazid </e1> , itraconazole, ketoconazole, loratadine, nefazodone, niacinamide, nicotinamide, protease inhibitors, propoxyphene, quinine, quinupristin, troleandomycin, valproate(1), <e2> verapamil </e2> , zileuton.	0	isoniazid	verapamil
Hormonal contraceptives Co-administration of Trileptal with an oral <e1> contraceptive </e1> has been shown to influence the plasma concentrations of the two hormonal components, ethinylestradiol (EE) and <e2> levonorgestrel </e2> (LNG).	0	contraceptive	levonorgestrel
A study in six healthy volunteers has shown a significant increase in peak diltiazem plasma levels (58%) and AUC (53%) after a 1-week course of <e1> cimetidine </e1> 1200 mg/day and a single dose of <e2> diltiazem </e2> 60mg.	1	cimetidine	diltiazem
If concomitant treatment with sumatriptan and an SSRI (e.g., fluoxetine, fluvoxamine, <e1> paroxetine </e1> , sertraline, citalopram, <e2> escitalopram </e2> ) is clinically warranted, appropriate observation of the patient is advised.	0	paroxetine	escitalopram
Thyroid Physiology: The following agents may alter thyroid hormone or TSH levels, generally by effects on thyroid hormone synthesis, secretion, distribution, metabolism, hormone action, or elimination, or altered TSH secretion: aminoglutethimide, p-aminosalicylic acid, amiodarone, androgens and related anabolic hormones, complex anions (thiocyanate, perchlorate, pertechnetate), antithyroid drugs, b-adrenergic blocking agents, carbamazepine, chloral hydrate, diazepam, dopamine and dopamine agonists, ethionamide, glucocorticoids, heparin, hepatic enzyme inducers, insulin, iodinated cholestographic agents, iodine-containing compounds, <e1> levodopa </e1> , lovastatin, lithium, 6-mercaptopurine, metoclopramide, <e2> mitotane </e2> , nitroprusside, phenobarbital, phenytoin, resorcinol, rifampin, somatostatin analogs, sulfonamides, sulfonylureas, thiazide diuretics.	0	levodopa	mitotane
While the effects of chronic <e1> phenytoin </e1> or <e2> carbamazepine </e2> therapy on the action of NIMBEX are unknown, slightly shorter durations of neuromuscular block may be anticipated and infusion rate requirements may be higher.	0	phenytoin	carbamazepine
Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, <e1> buspirone </e1> , citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, <e2> nortriptyline </e2> , olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.	0	buspirone	nortriptyline
The effectiveness of <e1> progestin </e1> -only pills is reduced by hepatic enzyme-inducing drugs such as the anticonvulsants phenytoin, <e2> carbamazepine </e2> , and barbiturates, and the antituberculosis drug rifampin.	1	progestin	carbamazepine
