sentence	label	e1	e2
- Anabolic steroids (nandrolone [e.g., <e1> Anabolin </e1> ], oxandrolone [e.g., Anavar], oxymetholone [e.g., Anadrol], stanozolol [e.g., <e2> Winstrol </e2> ]) or	0	Anabolin	Winstrol
<e1> NSAIDs </e1> may decrease the hemodynamic effects of <e2> hydralazine </e2> ;	1	NSAIDs	hydralazine
<e1> WelChol </e1> decreased the Cmax and AUC of sustained-release verapamil ( <e2> Calan SR </e2> ) by approximately 31% and 11%, respectively.	1	WelChol	Calan SR
Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, <e1> buspirone </e1> , citalopram, clobazam, clonazepam, <e2> clozapine </e2> , cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.	0	buspirone	clozapine
Data from in vitro studies of benzodiazepines other than alprazolam suggest a possible drug interaction for the following: <e1> ergotamine </e1> , cyclosporine, <e2> amiodarone </e2> , nicardipine, and nifedipine.	0	ergotamine	amiodarone
While all the selective serotonin reuptake inhibitors ( <e1> SSRIs </e1> ), e.g., fluoxetine, sertraline, paroxetine, and <e2> fluvoxamine </e2> , inhibit P450 2D6, they may vary in the extent of inhibition.	0	SSRIs	fluvoxamine
Concomitant Crohn s disease medications were <e1> antibiotics </e1> , <e2> antivirals </e2> , corticosteroids, 6-MP/AZA and aminosalicylates.	0	antibiotics	antivirals
Hypotension, AV conduction disturbances, and left ventricular failure have been reported in some patients receiving <e1> beta-adrenergic blocking agents </e1> when an oral <e2> calcium antagonist </e2> was added to the treatment regimen.	1	beta-adrenergic blocking agents	calcium antagonist
Probenecid : <e1> Probenecid </e1> is known to interact with the metabolism or renal tubular excretion of many drugs (e.g., acetaminophen, acyclovir, angiotensin-converting enzyme inhibitors, aminosalicylic acid, barbiturates, <e2> benzodiazepines </e2> , bumetanide, clofibrate, methotrexate, famotidine, furosemide, nonsteroidal anti-inflammatory agents, theophylline, and zidovudine).	1	Probenecid	benzodiazepines
Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, <e1> alprazolam </e1> , <e2> amitriptyline </e2> , bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.	0	alprazolam	amitriptyline
Concurrent administration of <e1> oxyphenbutazone </e1> and <e2> androgens </e2> may result in elevated serum levels of oxyphenbutazone.	1	oxyphenbutazone	androgens
Drugs that have been associated with peripheral neuropathy include antiretroviral nucleoside analogues, chloramphenicol, cisplatin, dapsone, disulfiram, ethionamide, glutethimide, gold, hydralazine, iodoquinol, isoniazid, metronidazole, <e1> nitrofurantoin </e1> , <e2> phenytoin </e2> , ribavirin, and vincristine.	0	nitrofurantoin	phenytoin
Concomitant use of <e1> L-phenylalanine </e1> and <e2> non-selective MAO inhibitors </e2> may cause hypertension.	1	L-phenylalanine	non-selective MAO inhibitors
<e1> Neuroleptic </e1> : <e2> pimozide </e2>	0	Neuroleptic	pimozide
Thyroid Physiology: The following agents may alter thyroid hormone or TSH levels, generally by effects on thyroid hormone synthesis, secretion, distribution, metabolism, hormone action, or elimination, or altered TSH secretion: <e1> aminoglutethimide </e1> , p-aminosalicylic acid, amiodarone, androgens and related anabolic hormones, complex anions (thiocyanate, perchlorate, pertechnetate), antithyroid drugs, b-adrenergic blocking agents, carbamazepine, chloral hydrate, diazepam, dopamine and dopamine agonists, ethionamide, glucocorticoids, heparin, hepatic enzyme inducers, <e2> insulin </e2> , iodinated cholestographic agents, iodine-containing compounds, levodopa, lovastatin, lithium, 6-mercaptopurine, metoclopramide, mitotane, nitroprusside, phenobarbital, phenytoin, resorcinol, rifampin, somatostatin analogs, sulfonamides, sulfonylureas, thiazide diuretics.	0	aminoglutethimide	insulin
Coadministration of Itraconazole with oral <e1> midazolam </e1> or <e2> triazolam </e2> has resulted in elevated plasma concentrations of the latter two drugs.	0	midazolam	triazolam
Some reports have shown that the concomitant administration of <e1> thiazides </e1> with <e2> vitamin D </e2> causes hypercalcemia.	1	thiazides	vitamin D
Sulindac: The concomitant administration of <e1> diflunisal </e1> and <e2> sulindac </e2> in normal volunteers resulted in lowering of the plasma levels of the active sulindac sulfide metabolite by approximately one-third.	1	diflunisal	sulindac
Pre-treatment with the CYP3A4 inducer <e1> rifampicin </e1> decreased <e2> erlotinib </e2> AUC by about 2/3.	1	rifampicin	erlotinib
substrates, in vitro data suggest similar effects of <e1> grepafloxacin </e1> in CYP3A4 mediated metabolism and <e2> theophylline </e2> metabolism.	0	grepafloxacin	theophylline
Theophylline: As with some other <e1> quinolones </e1> , concurrent administration of ciprofloxacin with <e2> theophylline </e2> may lead to elevated serum concentrations of theophylline and prolongation of its elimination half-life.	1	quinolones	theophylline
No significant interactions with digoxin, <e1> hydrochlorothiazide </e1> , hydralazine, sulfinpyrazone, oral <e2> contraceptives </e2> , tolbutamide, or warfarin have been observed.	0	hydrochlorothiazide	contraceptives
