sentence	label	e1	e2
Interactions may also occur with the following: anti-depressants/ <e1> anti-anxiety drugs </e1> , drugs used to treat an overactive thyroid, beta-blockers (e.g., propranolol), sparfloxacin, grepafloxacin, guanethidine, <e2> guanadrel </e2> , metrizamide, cabergoline, lithium, narcotic pain medication (e.g., codeine), drugs used to aid sleep, drowsiness-causing antihistamines (e.g., diphenhydramine), any other drugs that may make you drowsy.	0	anti-anxiety drugs	guanadrel
When used in therapeutic doses, <e1> azithromycin </e1> had a modest effect on the pharmacokinetics of atorvastatin, carbamazepine, cetirizine, didanosine, efavirenz, <e2> fluconazole </e2> , indinavir, midazolam, rifabutin, sildenafil, theophylline (intravenous and oral), triazolam, trimethoprim/sulfamethoxazole or zidovudine.	1	azithromycin	fluconazole
Drug Interactions: The central anticholinergic syndrome can occur when anticholinergic agents such as <e1> AKINETON </e1> are administered concomitantly with drugs that have secondary anticholinergic actions, e.g., certain narcotic analgesics such as meperidine, the phenothiazines and other antipsychotics, tricyclic antidepressants, certain antiarrhythmics such as the <e2> quinidine </e2> salts, and antihistamines.	1	AKINETON	quinidine
Concurrent use of <e1> phenothiazines </e1> may antagonize the anorectic effect of <e2> diethylpropion </e2> .	1	phenothiazines	diethylpropion
Terfenadine, astemizole and <e1> cisapride </e1> are all metabolized by the cytochrome P450IIIA4 isozyme, and it has been demonstrated that <e2> ketoconazole </e2> , a potent inhibitor of IIIA4, blocks the metabolism of these drugs, resulting in increased plasma concentrations of parent drug.	1	cisapride	ketoconazole
Amitriptyline: Concurrent administration of 25 mg or 100 mg <e1> cinacalcet </e1> with 50 mg amitriptyline increased <e2> amitriptyline </e2> exposure and nortriptyline (active metabolite) exposure by approximately 20% in CYP2D6 extensive metabolizers.	0	cinacalcet	amitriptyline
These results suggest that the analgesic effect of <e1> STADOL NS </e1> may be diminished when it is administered shortly after <e2> sumatriptan </e2> nasal spray, but by 30 minutes any such reduction in effect should be minimal.	1	STADOL NS	sumatriptan
<e1> Opioids </e1> are strong <e2> central nervous system depressants </e2> , but regular users develop physiological tolerance allowing gradually increased dosages.	0	Opioids	central nervous system depressants
Thyroid Physiology: The following agents may alter thyroid hormone or TSH levels, generally by effects on thyroid hormone synthesis, secretion, distribution, metabolism, hormone action, or elimination, or altered TSH secretion: aminoglutethimide, p-aminosalicylic acid, amiodarone, androgens and related anabolic hormones, complex anions (thiocyanate, <e1> perchlorate </e1> , pertechnetate), antithyroid drugs, b-adrenergic blocking agents, carbamazepine, chloral hydrate, diazepam, <e2> dopamine </e2> and dopamine agonists, ethionamide, glucocorticoids, heparin, hepatic enzyme inducers, insulin, iodinated cholestographic agents, iodine-containing compounds, levodopa, lovastatin, lithium, 6-mercaptopurine, metoclopramide, mitotane, nitroprusside, phenobarbital, phenytoin, resorcinol, rifampin, somatostatin analogs, sulfonamides, sulfonylureas, thiazide diuretics.	0	perchlorate	dopamine
Concomitant use of SPRYCEL and drugs that inhibit CYP3A4 (eg, ketoconazole, itraconazole, erythromycin, clarithromycin, ritonavir, atazanavir, indinavir, <e1> nefazodone </e1> , nelfinavir, <e2> saquinavir </e2> , telithromycin) may increase exposure to dasatinib and should be avoided.	0	nefazodone	saquinavir
The immediate release, but not the coat-core formulation of <e1> nisoldipine </e1> increased plasma <e2> quinidine </e2> concentrations by about 20%.	1	nisoldipine	quinidine
Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, <e1> amitriptyline </e1> , bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, <e2> tiagabine </e2> , tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.	0	amitriptyline	tiagabine
Naproxen and other <e1> NSAIDs </e1> can reduce the antihypertensive effect of <e2> propranolol </e2> and other beta-blockers.	1	NSAIDs	propranolol
Antacids: Concomitant administration of <e1> antacids </e1> containing magnesium or aluminum with <e2> VIDEX </e2> Chewable/Dispersible Buffered Tablets or Pediatric Powder for Oral Solution may potentiate adverse events associated with the antacid components.	1	antacids	VIDEX
Administration of <e1> quinolones </e1> with antacids containing aluminum, magnesium, or calcium, with sucralfate, with metal cations such as iron, or with multivitamins containing <e2> iron </e2> or zinc, or with formulations containing divalent and trivalent cations such as VIDEX (didanosine) chewable/buffered tablets or the pediatric powder for oral solution, may substantially interfere with the absorption of quinolones, resulting in systemic concentrations considerably lower than desired.	1	quinolones	iron
The hypoglycemic effect of <e1> tolbutamide </e1> has been reported to increase when <e2> Atromid-S </e2> is given concurrently.	1	tolbutamide	Atromid-S
These medications have included <e1> heparin </e1> , warfarin, <e2> beta-adrenergic receptor blockers </e2> , calcium channel antagonists, angiotensin converting enzyme inhibitors, intravenous and oral nitrates, ticlopidine, and aspirin.	0	heparin	beta-adrenergic receptor blockers
<e1> H1 Blockers </e1> - Although not reported, <e2> L-histidine </e2> , via its metabolism to histamine, might decrease the efficacy of H1 and H2 blockers.	0	H1 Blockers	L-histidine
Protein Binding In vitro, diclofenac interferes minimally or not at all with the protein binding of <e1> salicylic acid </e1> (20% decrease in binding), <e2> tolbutamide </e2> , prednisolone (10% decrease in binding), or warfarin.	0	salicylic acid	tolbutamide
When <e1> amiodarone </e1> is added to <e2> flecainide </e2> therapy, plasma flecainide levels may increase two-fold or more in some patients, if flecainide dosage is not reduced.	1	amiodarone	flecainide
Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, <e1> anticonvulsants </e1> (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate ( <e2> Atromid-S </e2> ), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.	0	anticonvulsants	Atromid-S
While no in vivo drug-drug interaction studies were conducted between <e1> estazolam </e1> and inducers of CYP3A, compounds that are potent CYP3A inducers (such as <e2> carbamazepine </e2> , phenytoin, rifampin, and barbiturates) would be expected to decrease estazolam concentrations.	1	estazolam	carbamazepine
