sentence	label	e1	e2
The balance of the <e1> expenditures </e1> was for <e2> machinery </e2> , equipment, furniture and informatics equipment costing less than $500 thousand each.	0	expenditures	machinery
This looks like a <e1> piece </e1> of a <e2> contractual tablet </e2> .	0	piece	contractual tablet
It was this moist <e1> ground </e1> that during construction engulfed a <e2> crane </e2> which remains under the stadium today.	0	ground	crane
Forcing our state to change administrative rules that would keep <e1> money </e1> in a <e2> project </e2> instead of bleeding it off is a goal the all tax payers should support.	0	money	project
Rather, the <e1> entrails </e1> contained mostly <e2> apples </e2> and corn.	0	entrails	apples
We want ideas to save our <e1> planet </e1> , to save the planet from the <e2> imperialist threat </e2> .	0	planet	imperialist threat
It is a <e1> tool </e1> for visualizing the <e2> topology </e2> of three-dimensional vector fields.	0	tool	topology
You are in the chair while the <e1> dentist </e1> gets the <e2> drill </e2> ready to begin work on your teeth.	0	dentist	drill
As the officer shone his flashlight on the lock he was working on, he spotted a <e1> marijuana pipe </e1> laying on the floor inside the <e2> car </e2> .	0	marijuana pipe	car
The enclosed <e1> community </e1> produced the enclosed <e2> personality </e2> , and vice versa.	0	community	personality
An escalation <e1> factor </e1> is used for <e2> salaries </e2> , stipends, and other direct costs.	0	factor	salaries
I retain all <e1> exams </e1> and therefore, all exams will be collected at the end of the debriefing period and kept in my <e2> office </e2> .	0	exams	office
A grantee may appeal this decision only if the <e1> withholding </e1> was for the grantee's <e2> failure </e2> to comply with the terms and conditions of a previous award.	0	withholding	failure
BIO already has a foundation upon which to build an <e1> infrastructure </e1> for the biological <e2> sciences </e2> .	0	infrastructure	sciences
Also in the second quarter, the company took a $75000 <e1> write-down </e1> for a non-recoverable <e2> advance </e2> it made to an unnamed recording artist.	0	write-down	advance
I mentioned some time ago that our <e1> tendency </e1> is to regard <e2> sin </e2> as the reality.	0	tendency	sin
The contents of the <e1> workshop </e1> included a <e2> discussion </e2> on various documents in respect of exports, imports and documents relating to letters of credit.	0	workshop	discussion
<e1> Sunflower </e1> <e2> oil </e2> is obtained by extracting oil from sunflower seeds.	0	Sunflower	oil
The <e1> special ingredient </e1> in the lotion comes from a <e2> plant </e2> .	0	special ingredient	plant
It has helped to revive a city whose primary natural resource -- its charm -- is constantly threatened with <e1> extinction </e1> from <e2> overdevelopment </e2> .	1	extinction	overdevelopment
The <e1> scientist </e1> applied a <e2> method </e2> called recombineering to the fruitfly genes.	0	scientist	method
On the courtyard there is a <e1> room </e1> that contains a <e2> billiard table </e2> , a big cinema screen with a Sony DVC/CD Player with over 300 titles and several sofas.	0	room	billiard table
The hyperlink is coded so that the <e1> text </e1> <e2> description </e2> is a full URL.	0	text	description
The <e1> commander </e1> sawed logs with his <e2> neck </e2> hanging radically from one medieval arm while his feet hung three feet above the hardwood floor on the other side.	0	commander	neck
The <e1> mallet </e1> would be held in one hand with the <e2> chisel </e2> touching the wood in the other.	0	mallet	chisel
The <e1> domain </e1> is for <e2> sale </e2> .	0	domain	sale
If the <e1> request </e1> comes from a <e2> private company </e2> , there's no law that requires them to provide a disclosure notice.	0	request	private company
Practically the whole car was empty, because it was pretty late and all, but she sat down next to me, instead of an empty <e2> seat </e2> , because she had this big bag with her and I was sitting in the <e1> front </e1> seat.	0	front	seat
The <e1> verses </e1> are from a <e2> pretty, sad ballad </e2> .	0	verses	pretty, sad ballad
The <e1> tailor </e1> brought his <e2> scissors </e2> and a newly made garment.	0	tailor	scissors
According to the Top 100 Journals Reporting Macromolecular Structures, it ranks sixth in published <e1> quantity </e1> of <e2> entries </e2> in the Protein Data Bank.	0	quantity	entries
By capillary action, a thin line of blood will spread along the <e1> edge </e1> of the <e2> spreader </e2> .	0	edge	spreader
Learning to change your vehicle's <e1> engine </e1> <e2> oil </e2> can save you time and money.	0	engine	oil
My <e1> proposal </e1> is to concentrate on green <e2> energy </e2> .	0	proposal	energy
On the other hand, the <e1> information </e1> being carried in a high frequency quasi-sinusoidal <e2> wave </e2> invites comparisons with the auditory system of vertebrates.	0	information	wave
The <e1> rings </e1> are preferably made from a <e2> copolymer polypropylene </e2> .	0	rings	copolymer polypropylene
This year health care providers and local health departments have ample <e1> supplies </e1> of <e2> vaccine </e2> .	0	supplies	vaccine
Foreign <e1> hackers </e1> infiltrated the <e2> computer network </e2> several times in the last two months.	0	hackers	computer network
Then he planted his <e1> apple </e1> <e2> seeds </e2> in neat rows and built a brush fence around the area.	0	apple	seeds
Unlike a <e1> hard-copy </e1> <e2> book </e2> (at an even higher price), this one purchase ensures you will be up to date with all future releases of the electronic book.	0	hard-copy	book
And he will show a shark <e1> sandwich </e1> made with <e2> mustard </e2> , vegan mozzarella-style cheese, and Smart Deli Bologna on a whole wheat bun.	0	sandwich	mustard
Even if we are entirely despised in the <e1> eyes </e1> of <e2> men </e2> , let us rejoice that we are honoured in the sight of God.	0	eyes	men
The book has as its backdrop the <e1> political controversy </e1> over <e2> euthanasia </e2> in Australia, where the author is senior lecturer in the Health Law Program.	0	political controversy	euthanasia
Unfortunately, signing statements has become a <e1> substitute </e1> for a presidential <e2> veto </e2> .	0	substitute	veto
In addition, the contents of the bear's <e1> stomach </e1> included <e2> apple mash </e2> , corn and blueberries - which is not a typical bear diet in November.	0	stomach	apple mash
<e1> Rain </e1> comes from <e2> evaporated seawater </e2> , transferring not just water but the solar energy that took it from the sea.	0	Rain	evaporated seawater
The <e1> big savings </e1> are coming from the <e2> hardware side </e2> .	0	big savings	hardware side
The <e1> taste </e1> is from the <e2> ginseng </e2> , not alcohol.	0	taste	ginseng
This can be caused by hepatitis, alcoholic liver disease, <e1> liver inflammation </e1> from <e2> medications </e2> , fatty liver, liver tumors, or heart failure.	1	liver inflammation	medications
Languages can benefit <e1> people </e1> from all <e2> walks </e2> of life.	0	people	walks
The <e1> man </e1> radiated <e2> jolliness </e2> .	0	man	jolliness
Of course, KATU also failed to mention that the <e1> petition </e1> was for <e2> artists </e2> and writers and ignored the presence of Ursula K. Le Guin entirely.	0	petition	artists
This led them to believe the <e1> eviction </e1> was for private <e2> development </e2> .	0	eviction	development
The cup's a bit small but who cares, the <e1> machine </e1> makes <e2> coffee </e2> quickly enough that it's no problem to just make a second cup!	0	machine	coffee
If you have any questions concerning the <e1> information </e1> in the <e2> Guidelines </e2> , contact the secretary.	0	information	Guidelines
<e1> Depression </e1> after <e2> heart attack </e2> increases future risk.	0	Depression	heart attack
The PI <e1> login </e1> is created by the <e2> administrator </e2> .	0	login	administrator
There were the years of constant fatigue and shortness of breath, the heart attack at age 11, the <e1> collapse </e1> from <e2> exhaustion </e2> on her high school graduation night.	1	collapse	exhaustion
The fact is that unless the <e1> product </e1> or package contains 100 percent <e2> recycled materials </e2> , the label must tell you how much is recycled.	0	product	recycled materials
And of course the original development that enabled the Protestant Reformation, precursor of the cultural <e1> split </e1> of <e2> science </e2> from other human endeavors.	0	split	science
Original <e1> works </e1> of <e2> authorship </e2> were fixed in a tangible medium of expression.	0	works	authorship
The <e1> idea </e1> was to connect <e2> hypertext </e2> with the Internet and personal computers.	0	idea	hypertext
A letterbox is a plastic, screw-top <e1> bottle </e1> that contains a small <e2> notebook </e2> and a unique rubber stamp.	0	bottle	notebook
I'm looking at one right now and he appears to be very content, despite the fact that he's trying to sleep in a <e1> kitchen </e1> that contains a noisy <e2> boiler </e2> .	0	kitchen	boiler
He does not think the friends realize that the <e1> crisis </e1> begets the <e2> triumph </e2> , just as the coming war is the begetter of the Most Great Peace.	0	crisis	triumph
The <e1> kitchen </e1> contained primarily <e2> drug paraphernalia </e2> .	0	kitchen	drug paraphernalia
InterSense, Inc., a market leader in precision motion technology, today announced that Hydro, a leading offshore <e1> producer </e1> of <e2> oil </e2> and gas, has installed its tenth InterSense IS-900 Precision Motion Tracking System as part of Hydro's large scale immersive visualization rooms.	0	producer	oil
Although our <e1> product </e1> is <e2> SUGAR </e2> FREE, it can be used as ingredient in baking (e.g. cookies) and will behave about the same as regular chocolate candy.	0	product	SUGAR
First, a general introduction sets the <e1> context </e1> for the <e2> project </e2> .	0	context	project
The <e1> display table </e1> contained <e2> books </e2> and posters for visitors to browse.	0	display table	books
A supper of <e1> chocolate </e1> <e2> bars </e2> and soup followed and at 6pm we resigned ourselves to another night of headaches and zero sleep.	0	chocolate	bars
Colorful, almost fat-free <e1> salad dressings </e1> start with <e2> fresh fruit </e2> .	0	salad dressings	fresh fruit
<e1> Linoleum </e1> is a combination of <e2> linseed oil </e2> , cork powder, wood powder, organic pigments, and limestone, applied over a jute backing.	0	Linoleum	linseed oil
<e1> Avocado </e1> <e2> butter </e2> is a very rich, moisturizing treatment for the hair and skin, and it has some natural sunscreen properties.	0	Avocado	butter
Ancient pagan traditions used <e1> famine </e1> following <e2> feast </e2> as a way of revealing truth.	0	famine	feast
I put the remaining <e1> candy </e1> in my <e2> mouth </e2> and walked back the way I came, then past the village and into town.	0	candy	mouth
Everybody in the region experienced the <e1> tremors </e1> after <e2> midnight </e2> .	0	tremors	midnight
According to this model, the <e1> afterglow </e1> is produced by <e2> shock waves </e2> in the jets of tenuous gas that shoot from the blast at almost the speed of light.	0	afterglow	shock waves
The <e1> colours </e1> were similarly derived from the <e2> style-sheet </e2> .	0	colours	style-sheet
She said that he described the meeting with her as an exception, since 'he does not normally have meetings directly with <e1> engineers </e1> from the <e2> regions </e2> .'	0	engineers	regions
Now, I have a plastic <e1> bottle </e1> that contains <e2> alcohol </e2> in which I put my artificial eyelashes at night when I take them off, to clean them and keep them safe.	0	bottle	alcohol
The woman left the room and walked down the hall and saw the <e1> novelist </e1> hunched before his <e2> computer </e2> .	0	novelist	computer
<e1> Virus infection </e1> starts with <e2> virus entry </e2> into the host cells and this process is mediated by viral and cellular membrane fusion in enveloped viruses.	0	Virus infection	virus entry
The third <e1> observation </e1> was made with the Echellette <e2> spectrograph </e2> .	0	observation	spectrograph
And, of course, everyone wants to prove the truth of their <e1> belief </e1> s through <e2> experience </e2> , but the belief begets the experience.	0	belief	experience
They put <e1> wine </e1> in the exact <e2> context </e2> it needs to be kept in - not so bloody serious.	0	wine	context
The <e1> dollar </e1> fell from <e2> six-week peaks </e2> against major European currencies.	0	dollar	six-week peaks
The said <e1> whistle </e1> produced the 2600 Hz <e2> tone </e2> necessary to authorize calls.	0	whistle	tone
The <e1> gavel </e1> helps the <e2> judge </e2> establish his or her rule over the court room.	0	gavel	judge
In some Asian countries, including China, Malaysia and the Philippines, the <e1> turtles </e1> are farmed for <e2> food </e2> .	0	turtles	food
Technical peeves aside, the <e1> value </e1> of the Semantic Web is to solve real <e2> problems </e2> in communication.	0	value	problems
They could get the <e1> addresses </e1> for the Web <e2> sites </e2> of the items, for another look.	0	addresses	sites
The <e1> student </e1> shall provide a <e2> written request </e2> , mailed to the Executive Director of the Pacific Division.	0	student	written request
Put <e1> tea </e1> in a <e2> heat-resistant jug </e2> and add the boiling water.	0	tea	heat-resistant jug
The <e1> kitchen </e1> contained one other interesting item, a <e2> trap door </e2> in the ceiling.	0	kitchen	trap door
The <e1> corbel </e1> was carved with a contorted <e2> face </e2> .	0	corbel	face
Although the <e1> goats </e1> were farmed for their <e2> fibre </e2> from early times it was not until the 16th century that export of the goats was permitted.	0	goats	fibre
Our <e1> mission </e1> in Iraq was to win the <e2> war </e2> .	0	mission	war
The <e1> toolkits </e1> provide a <e2> secure framework </e2> where sensitive information remains private.	0	toolkits	secure framework
The pancreas is the <e1> organ </e1> of the body that produces <e2> insulin </e2> .	0	organ	insulin
A <e1> car battery </e1> powered a <e2> laptop computer </e2> connected to a small, portable satellite antenna.	0	car battery	laptop computer
Principals respond to a <e1> decrease </e1> in uncertainty with more <e2> aggressive strategies </e2> .	1	decrease	aggressive strategies
The <e1> herbicide </e1> is derived from a <e2> natural antibiotic </e2> , which is produced by two strains of a soil bacterium.	0	herbicide	natural antibiotic
Bruto, the Diefenbachers' black and white American pit bull terrier, confronted the deputy as he stepped through the <e1> door </e1> into the <e2> house </e2> .	0	door	house
Please type the <e1> code </e1> from the <e2> image </e2> above.	0	code	image
Bottle aging, which is anaerobic (oxygen-free), is one of the reasons that people put <e1> wine </e1> in a <e2> cellar </e2> and let it age.	0	wine	cellar
Such airships are essentially motorized free balloons and the <e1> engines </e1> are <e2> car </e2> ried in a car attached to the lower side or bottom of the bag.	0	engines	car
Then something caught the man's <e1> eye </e1> just above the <e2> clouds </e2> .	0	eye	clouds
Monica Mullikin ('00) is working for Willis of Minneapolis as a catastrophe risk analyst for this <e1> reinsurance </e1> <e2> company </e2> .	0	reinsurance	company
On windy days I can feel drafts coming from the <e1> baseboards </e1> in my <e2> house </e2> .	0	baseboards	house
When he was back he noticed that he had locked the <e1> keys </e1> inside the <e2> car </e2> .	0	keys	car
The Wal-Mart Supercenter plans to employ as many as 455 associates, including 180 planned new <e1> jobs </e1> created by the <e2> relocation </e2> .	0	jobs	relocation
The lab added Hypo-allergenic plant <e1> fiber </e1> to complete the <e2> capsule volume requirement </e2> .	0	fiber	capsule volume requirement
Experimental vaccine blocks <e1> transmission </e1> of <e2> malaria </e2> in mice study.	0	transmission	malaria
According to a story on Wired, the <e1> human brain </e1> is capable of producing <e2> morphine </e2> , given the right stimuli.	0	human brain	morphine
Afterwards, stroll to a bar for a glass of 'medronho' - the <e1> national liquor </e1> made from a <e2> fleshy, red fruit </e2> grown in Portugal.	0	national liquor	fleshy, red fruit
Hand creams counteract <e1> dryness </e1> from <e2> exposure </e2> to wind, sun, and detergents.	1	dryness	exposure
The <e1> information </e1> on the recorded talks is kept in the <e2> database </e2> .	0	information	database
However, I believe that this is an opportune moment to change the <e1> political structures </e1> which procreated the <e2> events </e2> of Sept. 11th.	0	political structures	events
<e1> Inhibition </e1> through <e2> synaptic depression </e2> is unlike the previous forms of inhibition in that it turns on more slowly and thus acts as delayed negative feedback.	1	Inhibition	synaptic depression
The story not only put <e1> wine </e1> in a <e2> positive health light </e2> , but pointed out that it was superior to other foods in that particular regard.	0	wine	positive health light
The <e1> taste </e1> is from the <e2> ginseng </e2> , not alcohol.	0	taste	ginseng
The <e1> port </e1> <e2> scanner </e2> is a utility to scan a system to get the status of the TCP.	0	port	scanner
Interspersed in the design are <e1> patterns </e1> derived from a variety of <e2> textiles </e2> .	0	patterns	textiles
Small design <e1> changes </e1> including <e2> use </e2> of less dense tobacco, less porous paper, a smaller diameter, filter tip, and no added citrates to the paper are key elements here.	0	changes	use
Sitting by the beach, Yuki mended the <e1> net </e1> while the <e2> fisherman </e2> collected the shells.	0	net	fisherman
The <e1> artist </e1> who originally made the <e2> song </e2> popular is listed for reference only.	0	artist	song
This is the <e1> government </e1> 's <e2> effort </e2> to encourage more employers to open up childcare centres at the respective ministries and government departments.	0	government	effort
<e1> Insulin resistance </e1> with <e2> sleep deprivation </e2> has been reported in a laboratory study of young, healthy volunteers.	0	Insulin resistance	sleep deprivation
The date for final payment is shown on the <e1> confirmation </e1> <e2> invoice </e2> .	0	confirmation	invoice
The <e1> revolution </e1> brought forth impassioned <e2> pleas </e2> condemning the common law for not respecting the interests of the people and calling for law reform.	0	revolution	pleas
<e1> Electron microscopes </e1> are scientific instruments that use a <e2> beam </e2> of highly energetic electrons to examine objects on a very fine scale.	0	Electron microscopes	beam
The risks of this procedure include anesthesia complications (especially General), post-operative difficulty breathing, and <e1> sore throat </e1> from <e2> intubation </e2> .	1	sore throat	intubation
The <e1> president </e1> used the <e2> pretext </e2> of national security.	0	president	pretext
The team is working to harness the reaction to develop a <e1> nanoswitch </e1> for a variety of <e2> applications </e2> .	0	nanoswitch	applications
It amounts to $1.00/gal off the company's excise tax liability if the <e1> biodiesel </e1> is made from <e2> virgin oils </e2> or $0.50/gal off if made from recycled oils.	0	biodiesel	virgin oils
Put the <e1> flour </e1> in a preheated <e2> oven </e2> until warm to the touch (approximately 2 minutes).	0	flour	oven
The <e1> projection </e1> was for <e2> revenue </e2> of $6.4 billion and earnings per share of 78 cents.	0	projection	revenue
The Clean Water Act requires that the <e1> surface </e1> <e2> waters </e2> of each state be classified according to designated uses.	0	surface	waters
This new <e1> edition </e1> of the <e2> journal </e2> contains forty new entries ranging from such diverse topics.	0	edition	journal
Then he planted his apple seeds in neat rows and built a <e1> brush </e1> <e2> fence </e2> around the area.	0	brush	fence
The <e1> farmers </e1> and city officials in the region have tried to get state money to move the farmers <e2> market </e2> into a first-class operation and tourist attraction.	0	farmers	market
But not every <e1> run </e1> of the experiment produced the <e2> desired state </e2> - a very large number of failed tries accompanied each successful creation.	0	run	desired state
Myles and Simpson also identify <e1> defensive behaviour </e1> from <e2> learners </e2> like lashing out verbally or physically or threatening the educators or other learners and withdrawing from others emotionally or physically.	0	defensive behaviour	learners
Because the ice in the <e1> smoothie </e1> has to be crushed and blended with the other ingredients, a smoothie <e2> maker </e2> is usually the appliance of choice.	0	smoothie	maker
If either of these errors continues to occur, check for <e1> updated drivers </e1> for the decoder from the <e2> decoder manufacturer </e2> .	0	updated drivers	decoder manufacturer
Located inside the <e1> cave </e1> was an old, broken-down army field <e2> telephone </e2> .	0	cave	telephone
I've heard the <e1> stock </e1> <e2> market </e2> is making a recovery but isn't it a bit early to put my money.	0	stock	market
He deserves to be put in a <e1> canoe </e1> without a <e2> paddle </e2> for this one.	0	canoe	paddle
He presented a <e1> framework </e1> for measuring the social <e2> impact </e2> of Canadian documentaries.	0	framework	impact
The <e1> following advice </e1> is distilled from <e2> builders </e2> and first-hand experience.	0	following advice	builders
From our point of view, the <e1> moral outrage </e1> over Manet's <e2> painting </e2> seems hypocritical, if not utterly inexplicable.	1	moral outrage	painting
Unhappy with Beno Udrih, the Spurs are on the <e1> prowl </e1> for a more dependable two-way, pass-and-shoot point <e2> guard </e2> .	0	prowl	guard
Margarine is <e1> imitation </e1> <e2> butter </e2> without the superior flavor and pleasant mouthfeel.	0	imitation	butter
Where are the <e1> batteries </e1> kept in a <e2> phone </e2> ?	0	batteries	phone
LANDIS & STAEFA, INC. is awarded a <e1> contract </e1> for supplying the <e2> city </e2> of Seattle.	0	contract	city
A <e1> thermostat </e1> keeps the <e2> water </e2> at the requested temperature.	0	thermostat	water
Have you ever noticed the three numbers at the bottom of a <e1> fertilizer </e1> <e2> package </e2> ?	0	fertilizer	package
In the months leading up to trade negotiations, estimates of the <e1> economic gains </e1> from <e2> trade liberalization </e2> suddenly become newsworthy.	1	economic gains	trade liberalization
A <e1> typewriter </e1> without a <e2> typist </e2> cannot write a sales brochure.	0	typewriter	typist
Their <e1> success </e1> comes from their <e2> ability </e2> to quickly answer a growing surge of mid-size customer demands - demands that *always* focus around ease of implementation and ease of administration/use.	0	success	ability
The section below illustrates the period of ineligibility for Federal Student Aid funds, depending on whether the <e1> conviction </e1> was for <e2> sale </e2> or possession.	0	conviction	sale
You should place the awl or <e1> screwdriver </e1> underneath the <e2> hinge </e2> , with the pointy end touching the end of the bolt or screw.	0	screwdriver	hinge
All Uplanders have a two-tone color scheme with faux metal accents that dramatically brightens the <e1> cabin </e1> 's <e2> atmosphere </e2> .	0	cabin	atmosphere
If governments were once content to passively realize the <e1> benefits </e1> from <e2> funding basic research </e2> , the determination to be part of the knowledge-based economy has driven OECD countries to extract greater direct benefits from publicly funded research.	1	benefits	funding basic research
Virtually all hillside <e1> farmers </e1> grow <e2> maize </e2> during both seasons, and many of the farmers cultivate beans, rice, and other crops as well.	0	farmers	maize
Apparantly you think two wrongs can make a right, but that doesn't help the starving people of Zimbabwe, who were previously not starving due to the <e1> land </e1> being farmed for <e2> profit </e2> instead of used as political gifts.	0	land	profit
In the Millennium Declaration, the member <e1> states </e1> of the <e2> organization </e2> therefore, pledged to expand and strengthen the protection of civilians.	0	states	organization
The <e1> acts </e1> of terror the world has witnessed have welded a <e2> bond </e2> among freedom-loving nations.	0	acts	bond
The hotel is in the style of a <e1> country </e1> <e2> lodge </e2> and only has 18 rooms.	0	country	lodge
