sentence	label	e1	e2
Additionally, anti-malarial drugs, such as <e1> chloroquine </e1> and mefloquine, may antagonize the activity of <e2> carbamazepine </e2> .	1	chloroquine	carbamazepine
Iron Supplements and Foods Fortified With Iron Concomitant administration of <e1> cefdinir </e1> with a therapeutic iron supplement containing 60 mg of elemental iron (as FeSO4) or vitamins supplemented with 10 mg of elemental <e2> iron </e2> reduced extent of absorption by 80% and 31%, respectively.	1	cefdinir	iron
In vitro studies have shown <e1> CASODEX </e1> can displace coumarin anticoagulants, such as <e2> warfarin </e2> , from their protein-binding sites.	0	CASODEX	warfarin
These increased exposures of <e1> norethindrone </e1> and ethinyl estradiol should be taken into consideration when selecting an oral <e2> contraceptive </e2> for women taking valdecoxib.	0	norethindrone	contraceptive
<e1> Physostigmine </e1> pretreatment augmented the depressant effect of <e2> alcohol </e2> on the early components P1 and N1, while attenuating alcohol's influence on components P2 and P3.	1	Physostigmine	alcohol
Warfarin: The effects of <e1> warfarin </e1> and <e2> NSAIDs </e2> on GI bleeding are synergistic, such that users of both drugs together have a risk of serious GI bleeding higher than that of users of either drug alone.	1	warfarin	NSAIDs
In another study with intravenous administration of <e1> midazolam </e1> , Aprepitant was given as 125 mg on Day 1 and 80 mg/day on Days 2 and 3, and midazolam 2 mg IV was given prior to the administration of the 3-day regimen of <e2> Aprepitant </e2> and on Days 4, 8, and 15.	0	midazolam	Aprepitant
Benzodiazepines: Combination <e1> hormonal contraceptives </e1> may decrease the clearance of some benzodiazepines (alprazolam, <e2> chlordiazepoxide </e2> , diazepam) and increase the clearance of others (lorazepam, oxazepam, temazepam).	1	hormonal contraceptives	chlordiazepoxide
The pharmacokinetics of <e1> naltrexone </e1> and its major metabolite <e2> 6-beta-naltrexol </e2> were unaffected following co-administration with Acamprosate.	0	naltrexone	6-beta-naltrexol
Coadministration of <e1> propoxyphene </e1> decreased the maximum plasma concentration of <e2> alprazolam </e2> by 6%, decreased clearance by 38%, and increased half-life by 58%.	1	propoxyphene	alprazolam
Protease inhibitors: Amprenavir, lopinavir, nelfinavir, and <e1> ritonavir </e1> have been shown to decrease plasma levels of <e2> combination hormonal contraceptives </e2> ;	1	ritonavir	combination hormonal contraceptives
